instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9770,17-02-2012,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0,2,32,34
9771,17-02-2012,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0,2,16,18
9772,17-02-2012,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12
9773,17-02-2012,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1
9774,17-02-2012,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1
9775,17-02-2012,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16
9776,17-02-2012,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71
9777,17-02-2012,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226
9778,17-02-2012,1,1,2,8,0,5,1,2,0.26,0.303,1,0,4,516,520
9779,17-02-2012,1,1,2,9,0,5,1,2,0.26,0.303,1,0,8,275,283
9780,17-02-2012,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116
9781,17-02-2012,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142
9782,17-02-2012,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198
9783,17-02-2012,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205
9784,17-02-2012,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170
9785,17-02-2012,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221
9786,17-02-2012,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307
9787,17-02-2012,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465
9788,17-02-2012,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377
9789,17-02-2012,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282
9790,17-02-2012,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171
9791,17-02-2012,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129
9792,17-02-2012,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107
9793,17-02-2012,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82
9794,18-02-2012,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86
9795,18-02-2012,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45
9796,18-02-2012,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45
9797,18-02-2012,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18
9798,18-02-2012,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0,3,4,7
9799,18-02-2012,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1
9800,18-02-2012,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0,1,8,9
9801,18-02-2012,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0,8,33,41
9802,18-02-2012,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0,10,92,102
9803,18-02-2012,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138
9804,18-02-2012,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205
9805,18-02-2012,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286
9806,18-02-2012,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369
9807,18-02-2012,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384
9808,18-02-2012,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427
9809,18-02-2012,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499
9810,18-02-2012,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404
9811,18-02-2012,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364
9812,18-02-2012,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246
9813,18-02-2012,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188
9814,18-02-2012,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148
9815,18-02-2012,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114
9816,18-02-2012,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118
9817,18-02-2012,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74
9818,19-02-2012,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74
9819,19-02-2012,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72
9820,19-02-2012,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48
9821,19-02-2012,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15
9822,19-02-2012,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3
9823,19-02-2012,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2
9824,19-02-2012,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5
9825,19-02-2012,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14
9826,19-02-2012,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56
9827,19-02-2012,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93
9828,19-02-2012,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191
9829,19-02-2012,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226
9830,19-02-2012,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255
9831,19-02-2012,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261
9832,19-02-2012,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237
9833,19-02-2012,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253
9834,19-02-2012,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212
9835,19-02-2012,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157
9836,19-02-2012,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167
9837,19-02-2012,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119
9838,19-02-2012,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103
9839,19-02-2012,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36
9840,19-02-2012,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55
9841,19-02-2012,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35
9842,20-02-2012,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41
9843,20-02-2012,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15
9844,20-02-2012,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20
9845,20-02-2012,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8
9846,20-02-2012,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6
9847,20-02-2012,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10
9848,20-02-2012,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44
9849,20-02-2012,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120
9850,20-02-2012,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110
9851,20-02-2012,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143
9852,20-02-2012,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208
9853,20-02-2012,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281
9854,20-02-2012,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312
9855,20-02-2012,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263
9856,20-02-2012,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289
9857,20-02-2012,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280
9858,20-02-2012,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253
9859,20-02-2012,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242
9860,20-02-2012,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172
9861,20-02-2012,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126
9862,20-02-2012,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98
9863,20-02-2012,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62
9864,20-02-2012,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0,0,26,26
9865,21-02-2012,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0,1,11,12
9866,21-02-2012,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0,0,7,7
9867,21-02-2012,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0,0,3,3
9868,21-02-2012,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,0,0,2,2
9869,21-02-2012,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0,0,15,15
9870,21-02-2012,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,0,3,83,86
9871,21-02-2012,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0,6,273,279
9872,21-02-2012,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464
9873,21-02-2012,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217
9874,21-02-2012,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85
9875,21-02-2012,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86
9876,21-02-2012,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163
9877,21-02-2012,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131
9878,21-02-2012,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124
9879,21-02-2012,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160
9880,21-02-2012,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254
9881,21-02-2012,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432
9882,21-02-2012,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425
9883,21-02-2012,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304
9884,21-02-2012,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227
9885,21-02-2012,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154
9886,21-02-2012,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100
9887,21-02-2012,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47
9888,22-02-2012,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24
9889,22-02-2012,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7
9890,22-02-2012,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6
9891,22-02-2012,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4
9892,22-02-2012,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2
9893,22-02-2012,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30
9894,22-02-2012,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90
9895,22-02-2012,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302
9896,22-02-2012,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576
9897,22-02-2012,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252
9898,22-02-2012,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139
9899,22-02-2012,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171
9900,22-02-2012,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207
9901,22-02-2012,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190
9902,22-02-2012,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177
9903,22-02-2012,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195
9904,22-02-2012,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298
9905,22-02-2012,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529
9906,22-02-2012,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525
9907,22-02-2012,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327
9908,22-02-2012,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274
9909,22-02-2012,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239
9910,22-02-2012,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147
9911,22-02-2012,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62
9912,23-02-2012,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42
9913,23-02-2012,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15
9914,23-02-2012,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9
9915,23-02-2012,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6
9916,23-02-2012,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1
9917,23-02-2012,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32
9918,23-02-2012,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91
9919,23-02-2012,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326
9920,23-02-2012,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560
9921,23-02-2012,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242
9922,23-02-2012,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148
9923,23-02-2012,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182
9924,23-02-2012,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224
9925,23-02-2012,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218
9926,23-02-2012,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192
9927,23-02-2012,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217
9928,23-02-2012,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0,45,298,343
9929,23-02-2012,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610
9930,23-02-2012,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522
9931,23-02-2012,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369
9932,23-02-2012,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269
9933,23-02-2012,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222
9934,23-02-2012,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137
9935,23-02-2012,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0,14,71,85
9936,24-02-2012,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46
9937,24-02-2012,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18
9938,24-02-2012,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5
9939,24-02-2012,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5
9940,24-02-2012,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2
9941,24-02-2012,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26
9942,24-02-2012,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82
9943,24-02-2012,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272
9944,24-02-2012,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469
9945,24-02-2012,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244
9946,24-02-2012,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141
9947,24-02-2012,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163
9948,24-02-2012,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228
9949,24-02-2012,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183
9950,24-02-2012,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31
9951,24-02-2012,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94
9952,24-02-2012,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178
9953,24-02-2012,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256
9954,24-02-2012,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,11,289,300
9955,24-02-2012,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233
9956,24-02-2012,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167
9957,24-02-2012,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152
9958,24-02-2012,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106
9959,24-02-2012,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86
9960,25-02-2012,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61
9961,25-02-2012,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46
9962,25-02-2012,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38
9963,25-02-2012,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7
9964,25-02-2012,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2
9965,25-02-2012,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3
9966,25-02-2012,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13
9967,25-02-2012,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23
9968,25-02-2012,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93
9969,25-02-2012,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122
9970,25-02-2012,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183
9971,25-02-2012,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210
9972,25-02-2012,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258
9973,25-02-2012,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226
9974,25-02-2012,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216
9975,25-02-2012,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232
9976,25-02-2012,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195
9977,25-02-2012,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159
9978,25-02-2012,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133
9979,25-02-2012,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149
9980,25-02-2012,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105
9981,25-02-2012,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85
9982,25-02-2012,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82
9983,25-02-2012,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91
9984,26-02-2012,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70
9985,26-02-2012,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55
9986,26-02-2012,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42
9987,26-02-2012,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21
9988,26-02-2012,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6
9989,26-02-2012,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5
9990,26-02-2012,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2
9991,26-02-2012,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22
9992,26-02-2012,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59
9993,26-02-2012,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87
9994,26-02-2012,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188
9995,26-02-2012,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227
9996,26-02-2012,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305
9997,26-02-2012,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0,58,267,325
9998,26-02-2012,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0,68,263,331
9999,26-02-2012,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,72,281,353
10000,26-02-2012,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339
10001,26-02-2012,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287
10002,26-02-2012,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216
10003,26-02-2012,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143
10004,26-02-2012,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88
10005,26-02-2012,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83
10006,26-02-2012,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71
10007,26-02-2012,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64
10008,27-02-2012,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27,29
10009,27-02-2012,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6,6
10010,27-02-2012,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4
10011,27-02-2012,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2
10012,27-02-2012,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1
10013,27-02-2012,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16,16
10014,27-02-2012,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90
10015,27-02-2012,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280
10016,27-02-2012,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514,528
10017,27-02-2012,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,11,219,230
10018,27-02-2012,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104
10019,27-02-2012,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103
10020,27-02-2012,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164,177
10021,27-02-2012,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159,182
10022,27-02-2012,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158
10023,27-02-2012,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150,174
10024,27-02-2012,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286
10025,27-02-2012,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,26,503,529
10026,27-02-2012,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527
10027,27-02-2012,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334
10028,27-02-2012,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208,219
10029,27-02-2012,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195
10030,27-02-2012,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92
10031,27-02-2012,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56
10032,28-02-2012,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10
10033,28-02-2012,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6
10034,28-02-2012,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2,3
10035,28-02-2012,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6,6
10036,28-02-2012,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2,2
10037,28-02-2012,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21
10038,28-02-2012,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101
10039,28-02-2012,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325
10040,28-02-2012,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559
10041,28-02-2012,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232
10042,28-02-2012,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132
10043,28-02-2012,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163
10044,28-02-2012,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183
10045,28-02-2012,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190
10046,28-02-2012,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134
10047,28-02-2012,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166
10048,28-02-2012,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287
10049,28-02-2012,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530
10050,28-02-2012,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449
